,exonic_length
ENSG00000261373,2678
ENSG00000261375,1258
ENSG00000261376,534
ENSG00000261377,6340
ENSG00000261379,1025
ENSG00000261382,1764
ENSG00000261384,380
ENSG00000261385,355
ENSG00000261386,1310
ENSG00000261390,10660
ENSG00000261391,125
ENSG00000261392,750
ENSG00000261393,476
ENSG00000261394,537
ENSG00000261395,271
ENSG00000261396,527
ENSG00000261397,532
ENSG00000261398,1765
ENSG00000261399,466
ENSG00000261400,5674
ENSG00000261401,712
ENSG00000261402,3843
ENSG00000261403,569
ENSG00000261404,8195
ENSG00000261405,1056
ENSG00000261407,1476
ENSG00000261408,6467
ENSG00000261409,4995
ENSG00000261410,960
ENSG00000261411,2179
ENSG00000261416,1278
ENSG00000261418,732
ENSG00000261419,358
ENSG00000261420,1635
ENSG00000261421,416
ENSG00000261423,3043
ENSG00000261424,759
ENSG00000261426,4088
ENSG00000261427,1146
ENSG00000261429,876
ENSG00000261430,305
ENSG00000261431,186
ENSG00000261432,2779
ENSG00000261433,540
ENSG00000261434,563
ENSG00000261435,1974
ENSG00000261436,3713
ENSG00000261437,2182
ENSG00000261438,1223
ENSG00000261439,1904
ENSG00000261440,1056
ENSG00000261441,1718
ENSG00000261442,1541
ENSG00000261444,208
ENSG00000261445,569
ENSG00000261446,6751
ENSG00000261447,964
ENSG00000261448,638
ENSG00000261449,991
ENSG00000261451,4640
ENSG00000261453,2396
ENSG00000261455,1763
ENSG00000261456,8801
ENSG00000261457,1922
ENSG00000261458,317
ENSG00000261459,1511
ENSG00000261460,3145
ENSG00000261461,549
ENSG00000261462,1743
ENSG00000261465,1753
ENSG00000261466,657
ENSG00000261467,2775
ENSG00000261468,1915
ENSG00000261469,531
ENSG00000261470,469
ENSG00000261471,2433
ENSG00000261472,417
ENSG00000261474,447
ENSG00000261475,3003
ENSG00000261476,850
ENSG00000261478,1455
ENSG00000261480,555
ENSG00000261481,496
ENSG00000261482,497
ENSG00000261485,1350
ENSG00000261486,468
ENSG00000261487,1939
ENSG00000261488,1936
ENSG00000261489,253
ENSG00000261490,3508
ENSG00000261491,693
ENSG00000261497,617
ENSG00000261498,568
ENSG00000261499,1157
ENSG00000261501,2265
ENSG00000261502,6499
ENSG00000261504,1375
ENSG00000261505,6029
ENSG00000261507,537
ENSG00000261509,6294
ENSG00000261511,68
ENSG00000261512,2695
ENSG00000261513,775
ENSG00000261514,432
ENSG00000261515,846
ENSG00000261517,5147
ENSG00000261519,1909
ENSG00000261520,3692
ENSG00000261522,2024
ENSG00000261523,576
ENSG00000261524,2165
ENSG00000261526,1298
ENSG00000261527,720
ENSG00000261528,725
ENSG00000261529,1602
ENSG00000261532,578
ENSG00000261534,3778
ENSG00000261535,799
ENSG00000261536,545
ENSG00000261537,790
ENSG00000261538,423
ENSG00000261540,486
ENSG00000261541,4146
ENSG00000261542,2053
ENSG00000261543,551
ENSG00000261544,426
ENSG00000261546,2104
ENSG00000261548,742
ENSG00000261549,726
ENSG00000261552,452
ENSG00000261553,4181
ENSG00000261554,597
ENSG00000261555,1654
ENSG00000261556,6331
ENSG00000261557,1387
ENSG00000261558,11110
ENSG00000261559,1480
ENSG00000261560,1494
ENSG00000261561,157
ENSG00000261564,327
ENSG00000261566,712
ENSG00000261569,807
ENSG00000261570,3988
ENSG00000261572,1890
ENSG00000261573,413
ENSG00000261575,778
ENSG00000261578,4191
ENSG00000261580,258
ENSG00000261581,721
ENSG00000261582,525
ENSG00000261583,532
ENSG00000261584,1723
ENSG00000261586,2092
ENSG00000261587,3171
ENSG00000261588,258
ENSG00000261590,260
ENSG00000261592,511
ENSG00000261593,189
ENSG00000261594,2930
ENSG00000261595,2124
ENSG00000261596,827
ENSG00000261599,7343
ENSG00000261600,527
ENSG00000261602,573
ENSG00000261603,1345
ENSG00000261604,2765
ENSG00000261606,9676
ENSG00000261607,270
ENSG00000261608,777
ENSG00000261609,7592
ENSG00000261610,1781
ENSG00000261611,7078
ENSG00000261612,314
ENSG00000261613,2000
ENSG00000261614,1089
ENSG00000261615,4072
ENSG00000261616,2675
ENSG00000261617,11585
ENSG00000261618,5218
ENSG00000261620,411
ENSG00000261623,3671
ENSG00000261624,476
ENSG00000261625,1283
ENSG00000261627,507
ENSG00000261628,328
ENSG00000261629,594
ENSG00000261630,545
ENSG00000261632,776
ENSG00000261633,552
ENSG00000261634,5149
ENSG00000261635,724
ENSG00000261636,1454
ENSG00000261637,3429
ENSG00000261638,1437
ENSG00000261641,1122
ENSG00000261642,3124
ENSG00000261644,3438
ENSG00000261645,4403
ENSG00000261646,2208
ENSG00000261647,1503
ENSG00000261648,539
ENSG00000261649,3062
ENSG00000261650,574
ENSG00000261651,376
ENSG00000261652,1468
ENSG00000261653,1128
ENSG00000261654,5984
ENSG00000261655,1962
ENSG00000261656,1455
ENSG00000261659,3817
ENSG00000261663,786
ENSG00000261664,1277
ENSG00000261665,415
ENSG00000261666,1597
ENSG00000261667,984
ENSG00000261668,3842
ENSG00000261669,577
ENSG00000261670,4596
ENSG00000261671,762
ENSG00000261673,389
ENSG00000261675,2045
ENSG00000261678,3978
ENSG00000261679,484
ENSG00000261680,429
ENSG00000261682,864
ENSG00000261683,6264
ENSG00000261684,3608
ENSG00000261687,530
ENSG00000261689,800
ENSG00000261691,474
ENSG00000261692,413
ENSG00000261693,3376
ENSG00000261695,576
ENSG00000261696,1458
ENSG00000261697,3236
ENSG00000261701,3447
ENSG00000261702,234
ENSG00000261703,350
ENSG00000261704,390
ENSG00000261706,823
ENSG00000261707,798
ENSG00000261708,541
ENSG00000261709,127
ENSG00000261710,1792
ENSG00000261711,2659
ENSG00000261713,5170
ENSG00000261714,464
ENSG00000261715,1222
ENSG00000261716,7018
ENSG00000261717,711
ENSG00000261719,222
ENSG00000261720,877
ENSG00000261722,333
ENSG00000261723,623
ENSG00000261725,255
ENSG00000261727,927
ENSG00000261728,2242
ENSG00000261729,2247
ENSG00000261730,1276
ENSG00000261731,439
ENSG00000261732,5303
ENSG00000261734,2313
ENSG00000261736,590
ENSG00000261737,960
ENSG00000261738,34193
ENSG00000261739,4724
ENSG00000261740,4806
ENSG00000261741,1714
ENSG00000261742,8044
ENSG00000261743,554
ENSG00000261744,729
ENSG00000261745,502
ENSG00000261747,177
ENSG00000261748,966
ENSG00000261749,6384
ENSG00000261751,2083
ENSG00000261752,999
ENSG00000261754,2756
ENSG00000261757,1639
ENSG00000261758,3150
ENSG00000261759,1135
ENSG00000261760,3170
ENSG00000261761,6909
ENSG00000261762,2153
ENSG00000261763,3944
ENSG00000261764,1278
ENSG00000261765,424
ENSG00000261766,542
ENSG00000261770,3665
ENSG00000261771,4833
ENSG00000261773,791
ENSG00000261774,300
ENSG00000261775,357
ENSG00000261776,1103
ENSG00000261777,2950
ENSG00000261778,173
ENSG00000261779,204
ENSG00000261780,6251
ENSG00000261781,2468
ENSG00000261782,462
ENSG00000261783,372
ENSG00000261786,5066
ENSG00000261787,3159
ENSG00000261789,1661
ENSG00000261790,3968
ENSG00000261792,471
ENSG00000261793,457
ENSG00000261794,1880
ENSG00000261795,3207
ENSG00000261796,4855
ENSG00000261797,383
ENSG00000261798,1195
ENSG00000261799,3169
ENSG00000261800,2456
ENSG00000261801,12788
ENSG00000261802,306
ENSG00000261803,6543
ENSG00000261804,2074
ENSG00000261807,6582
ENSG00000261809,74
ENSG00000261810,486
ENSG00000261811,669
ENSG00000261812,5819
ENSG00000261813,333
ENSG00000261814,729
ENSG00000261815,1234
ENSG00000261816,441
ENSG00000261817,503
ENSG00000261818,425
ENSG00000261819,1901
ENSG00000261820,472
ENSG00000261821,4943
ENSG00000261822,1100
ENSG00000261823,837
ENSG00000261824,111110
ENSG00000261826,2708
ENSG00000261829,597
ENSG00000261831,444
ENSG00000261832,8214
ENSG00000261834,412
ENSG00000261835,932
ENSG00000261837,705
ENSG00000261838,493
ENSG00000261839,2829
ENSG00000261840,1817
ENSG00000261842,2215
ENSG00000261845,1189
ENSG00000261846,4245
ENSG00000261847,349
ENSG00000261848,846
ENSG00000261852,1148
ENSG00000261853,909
ENSG00000261856,882
ENSG00000261857,1756
ENSG00000261862,1176
ENSG00000261863,1271
ENSG00000261864,546
ENSG00000261867,106
ENSG00000261868,1326
ENSG00000261872,671
ENSG00000261873,3556
ENSG00000261879,7880
ENSG00000261882,152
ENSG00000261884,6247
ENSG00000261886,392
ENSG00000261888,2655
ENSG00000261889,747
ENSG00000261893,6404
ENSG00000261897,1022
ENSG00000261898,478
ENSG00000261904,1449
ENSG00000261905,830
ENSG00000261914,463
ENSG00000261915,2901
ENSG00000261916,511
ENSG00000261924,5220
ENSG00000261934,7168
ENSG00000261936,929
ENSG00000261938,327
ENSG00000261939,124
ENSG00000261949,3053
ENSG00000261958,917
ENSG00000261959,1793
ENSG00000261963,881
ENSG00000261965,372
ENSG00000261968,1729
ENSG00000261970,366
ENSG00000261971,12565
ENSG00000261972,5944
ENSG00000261976,455
ENSG00000261978,792
ENSG00000261984,3514
ENSG00000261986,1280
ENSG00000261987,1401
ENSG00000261992,7225
ENSG00000261994,5712
ENSG00000261996,877
ENSG00000261997,3827
ENSG00000262000,174
ENSG00000262001,3646
ENSG00000262003,818
ENSG00000262006,490
ENSG00000262008,191
ENSG00000262011,684
ENSG00000262016,1099
ENSG00000262020,607
ENSG00000262024,14901
ENSG00000262025,1308
ENSG00000262031,492
ENSG00000262036,1204
ENSG00000262038,491
ENSG00000262039,379
ENSG00000262040,1286
ENSG00000262045,1725
ENSG00000262048,534
ENSG00000262049,1976
ENSG00000262050,441
ENSG00000262052,582
ENSG00000262055,1481
ENSG00000262061,6500
ENSG00000262067,270
ENSG00000262068,1246
ENSG00000262074,1223
ENSG00000262075,7935
ENSG00000262079,1761
ENSG00000262081,1240
ENSG00000262082,966
ENSG00000262085,993
ENSG00000262089,341
ENSG00000262090,150
ENSG00000262094,4410
ENSG00000262095,260
ENSG00000262096,5283
ENSG00000262097,7564
ENSG00000262098,366
ENSG00000262099,395
ENSG00000262102,9529
ENSG00000262104,93
ENSG00000262106,930
ENSG00000262107,182
ENSG00000262111,1686
ENSG00000262112,536
ENSG00000262113,464
ENSG00000262115,803
ENSG00000262116,440
ENSG00000262117,4628
ENSG00000262118,1527
ENSG00000262119,1770
ENSG00000262120,331
ENSG00000262121,1156
ENSG00000262132,118
ENSG00000262133,583
ENSG00000262135,718
ENSG00000262136,590
ENSG00000262139,2502
ENSG00000262140,878
ENSG00000262141,156
ENSG00000262145,2484
ENSG00000262147,316
ENSG00000262148,615
ENSG00000262151,1062
ENSG00000262152,7570
ENSG00000262154,334
ENSG00000262155,20847
ENSG00000262156,2238
ENSG00000262158,781
ENSG00000262159,725
ENSG00000262160,3176
ENSG00000262164,3401
ENSG00000262165,648
ENSG00000262171,534
ENSG00000262172,441
ENSG00000262179,1506
ENSG00000262181,759
ENSG00000262185,4031
ENSG00000262187,406
ENSG00000262188,3110
ENSG00000262191,917
ENSG00000262193,1437
ENSG00000262198,583
ENSG00000262201,445
ENSG00000262202,636
ENSG00000262209,7185
ENSG00000262210,551
ENSG00000262211,794
ENSG00000262213,338
ENSG00000262214,531
ENSG00000262217,3968
ENSG00000262218,1025
ENSG00000262221,1038
ENSG00000262223,11329
ENSG00000262226,584
ENSG00000262227,549
ENSG00000262228,3506
ENSG00000262231,1486
ENSG00000262235,372
ENSG00000262237,413
ENSG00000262243,4552
ENSG00000262246,16562
ENSG00000262248,342
ENSG00000262259,290
ENSG00000262262,351
ENSG00000262265,2269
ENSG00000262267,3355
ENSG00000262268,917
ENSG00000262271,1180
ENSG00000262280,2143
ENSG00000262282,412
ENSG00000262292,1485
ENSG00000262293,95
ENSG00000262294,746
ENSG00000262296,193
ENSG00000262298,547
ENSG00000262299,2029
ENSG00000262302,485
ENSG00000262303,664
ENSG00000262304,4739
ENSG00000262312,3252
ENSG00000262313,491
ENSG00000262315,959
ENSG00000262316,733
ENSG00000262319,2672
ENSG00000262322,1370
ENSG00000262327,3884
ENSG00000262332,540
ENSG00000262333,954
ENSG00000262334,10368
ENSG00000262339,1050
ENSG00000262343,322
ENSG00000262347,971
ENSG00000262349,1951
ENSG00000262352,2104
ENSG00000262354,100
ENSG00000262358,396
ENSG00000262362,606
ENSG00000262366,249
ENSG00000262370,3922
ENSG00000262372,302
ENSG00000262375,361
ENSG00000262376,395
ENSG00000262380,501
ENSG00000262381,676
ENSG00000262384,481
ENSG00000262400,336
ENSG00000262402,474
ENSG00000262406,1812
ENSG00000262408,180
ENSG00000262410,641
ENSG00000262411,577
ENSG00000262412,1000
ENSG00000262413,1040
ENSG00000262418,6208
ENSG00000262420,2596
ENSG00000262429,472
ENSG00000262434,484
ENSG00000262435,1806
ENSG00000262445,867
ENSG00000262446,8971
ENSG00000262453,676
ENSG00000262454,15778
ENSG00000262456,1063
ENSG00000262461,3860
ENSG00000262466,167
ENSG00000262468,11435
ENSG00000262469,101
ENSG00000262470,622
ENSG00000262471,265
ENSG00000262473,3619
ENSG00000262476,383
ENSG00000262480,660
ENSG00000262481,3261
ENSG00000262482,507
ENSG00000262484,1619
ENSG00000262487,811
ENSG00000262488,1160
ENSG00000262492,428
ENSG00000262495,412
ENSG00000262497,712
ENSG00000262500,1438
ENSG00000262503,719
ENSG00000262505,1274
ENSG00000262510,621
ENSG00000262512,966
ENSG00000262513,598
ENSG00000262514,1186
ENSG00000262516,482
ENSG00000262517,430
ENSG00000262518,766
ENSG00000262519,309
ENSG00000262520,707
ENSG00000262521,452
ENSG00000262525,929
ENSG00000262526,772
ENSG00000262528,1415
ENSG00000262529,412
ENSG00000262531,383
ENSG00000262533,420
ENSG00000262535,2128
ENSG00000262536,14
ENSG00000262539,1055
ENSG00000262542,1025
ENSG00000262543,853
ENSG00000262558,911
ENSG00000262560,2309
ENSG00000262561,207
ENSG00000262566,174
ENSG00000262573,1004
ENSG00000262576,7464
ENSG00000262579,106
ENSG00000262580,6911
ENSG00000262583,1095
ENSG00000262585,5265
ENSG00000262587,1603
ENSG00000262591,865
ENSG00000262592,102
ENSG00000262594,980
ENSG00000262599,8366
ENSG00000262603,4147
ENSG00000262607,4034
ENSG00000262609,474
ENSG00000262611,1962
ENSG00000262612,1026
ENSG00000262616,279
ENSG00000262619,9409
ENSG00000262623,408
ENSG00000262624,325
ENSG00000262628,938
ENSG00000262633,1934
ENSG00000262634,4385
ENSG00000262635,6697
ENSG00000262636,259
ENSG00000262640,758
ENSG00000262647,984
ENSG00000262648,664
ENSG00000262651,142
ENSG00000262652,593
ENSG00000262655,6039
ENSG00000262656,164
ENSG00000262660,1907
ENSG00000262662,547
ENSG00000262663,503
ENSG00000262664,1029
ENSG00000262666,11047
ENSG00000262668,2209
ENSG00000262671,768
ENSG00000262678,540
ENSG00000262679,686
ENSG00000262681,3369
ENSG00000262686,336
ENSG00000262691,2676
ENSG00000262692,289
ENSG00000262693,488
ENSG00000262700,1868
ENSG00000262703,1093
ENSG00000262704,140
ENSG00000262708,593
ENSG00000262710,101
ENSG00000262712,1948
ENSG00000262714,2141
ENSG00000262721,559
ENSG00000262728,3155
ENSG00000262730,342
ENSG00000262731,1574
ENSG00000262732,5327
ENSG00000262734,984
ENSG00000262748,1725
ENSG00000262749,991
ENSG00000262752,1385
ENSG00000262755,938
ENSG00000262759,255
ENSG00000262766,541
ENSG00000262767,750
ENSG00000262768,605
ENSG00000262769,726
ENSG00000262771,8213
ENSG00000262772,5110
ENSG00000262776,312
ENSG00000262777,888
ENSG00000262784,980
ENSG00000262785,3384
ENSG00000262786,1883
ENSG00000262788,5102
ENSG00000262791,457
ENSG00000262795,3127
ENSG00000262796,1073
ENSG00000262801,5048
ENSG00000262802,630
ENSG00000262803,780
ENSG00000262808,902
ENSG00000262810,526
ENSG00000262814,1004
ENSG00000262815,511
ENSG00000262818,276
ENSG00000262819,631
ENSG00000262823,2119
ENSG00000262826,16079
ENSG00000262829,920
ENSG00000262831,527
ENSG00000262833,3200
ENSG00000262837,414
ENSG00000262845,3237
ENSG00000262848,565
ENSG00000262851,1079
ENSG00000262855,270
ENSG00000262860,9641
ENSG00000262862,874
ENSG00000262869,558
ENSG00000262870,292
ENSG00000262873,3414
ENSG00000262874,2119
ENSG00000262877,2950
ENSG00000262879,35794
ENSG00000262880,1969
ENSG00000262881,757
ENSG00000262884,2543
ENSG00000262885,426
ENSG00000262890,757
ENSG00000262892,908
ENSG00000262896,966
ENSG00000262898,5046
ENSG00000262899,820
ENSG00000262902,624
ENSG00000262903,871
ENSG00000262904,1200
ENSG00000262905,590
ENSG00000262911,6280
ENSG00000262919,4766
ENSG00000262920,523
ENSG00000262921,535
ENSG00000262922,102
ENSG00000262927,1061
ENSG00000262938,3834
ENSG00000262943,9035
ENSG00000262946,524
ENSG00000262950,2061
ENSG00000262953,1205
ENSG00000262959,540
ENSG00000262961,796
ENSG00000262962,1500
ENSG00000262966,5668
ENSG00000262967,668
ENSG00000262974,399
ENSG00000262979,651
ENSG00000262980,959
ENSG00000262983,569
ENSG00000262986,201
ENSG00000262990,293
ENSG00000262993,1589
ENSG00000262994,711
ENSG00000262995,1088
ENSG00000262999,2276
ENSG00000263001,17848
ENSG00000263002,7319
ENSG00000263004,1999
ENSG00000263006,2669
ENSG00000263011,299
ENSG00000263012,1600
ENSG00000263014,1524
ENSG00000263015,490
ENSG00000263017,332
ENSG00000263020,3133
ENSG00000263022,1468
ENSG00000263028,1001
ENSG00000263029,369
ENSG00000263033,1052
ENSG00000263037,831
ENSG00000263041,5152
ENSG00000263042,3194
ENSG00000263045,186
ENSG00000263050,441
ENSG00000263051,233
ENSG00000263057,2034
ENSG00000263063,896
ENSG00000263065,548
ENSG00000263069,9309
ENSG00000263070,385
ENSG00000263072,29667
ENSG00000263080,1215
ENSG00000263081,278
ENSG00000263083,3328
ENSG00000263089,4280
ENSG00000263090,1004
ENSG00000263091,763
ENSG00000263096,1738
ENSG00000263097,1020
ENSG00000263098,411
ENSG00000263101,703
ENSG00000263103,206
ENSG00000263105,316
ENSG00000263107,159
ENSG00000263110,569
ENSG00000263114,735
ENSG00000263115,206
ENSG00000263120,2355
ENSG00000263125,484
ENSG00000263126,3906
ENSG00000263127,1275
ENSG00000263130,233
ENSG00000263137,7186
ENSG00000263140,5080
ENSG00000263141,1829
ENSG00000263142,5063
ENSG00000263146,2535
ENSG00000263150,947
ENSG00000263154,662
ENSG00000263155,4113
ENSG00000263158,924
ENSG00000263159,242
ENSG00000263160,8503
ENSG00000263163,14716
ENSG00000263164,495
ENSG00000263165,510
ENSG00000263167,360
ENSG00000263171,419
ENSG00000263176,575
ENSG00000263177,949
ENSG00000263179,899
ENSG00000263181,3883
ENSG00000263186,1553
ENSG00000263189,2388
ENSG00000263196,342
ENSG00000263199,494
ENSG00000263201,1183
ENSG00000263206,1336
ENSG00000263207,612
ENSG00000263212,524
ENSG00000263218,619
ENSG00000263219,1737
ENSG00000263220,510
ENSG00000263229,1179
ENSG00000263231,1541
ENSG00000263232,1506
ENSG00000263234,580
ENSG00000263235,1067
ENSG00000263236,1076
ENSG00000263237,613
ENSG00000263238,2946
ENSG00000263241,1129
ENSG00000263242,407
ENSG00000263243,1859
ENSG00000263244,8333
ENSG00000263247,10065
ENSG00000263252,707
ENSG00000263253,350
ENSG00000263257,2778
ENSG00000263263,1302
ENSG00000263264,1635
ENSG00000263266,584
ENSG00000263267,5260
ENSG00000263270,737
ENSG00000263271,422
ENSG00000263272,1936
ENSG00000263275,314
ENSG00000263276,3021
ENSG00000263278,6876
ENSG00000263279,481
ENSG00000263280,2035
ENSG00000263290,5070
ENSG00000263293,1017
ENSG00000263296,701
ENSG00000263300,476
ENSG00000263301,328
ENSG00000263305,770
ENSG00000263307,560
ENSG00000263309,6982
ENSG00000263310,10984
ENSG00000263311,401
ENSG00000263312,547
ENSG00000263314,663
ENSG00000263316,534
ENSG00000263317,304
ENSG00000263321,331
ENSG00000263322,3172
ENSG00000263324,7086
ENSG00000263325,262
ENSG00000263326,674
ENSG00000263327,3496
ENSG00000263328,959
ENSG00000263331,402
ENSG00000263335,834
ENSG00000263338,558
ENSG00000263341,778
ENSG00000263342,413
ENSG00000263343,279
ENSG00000263345,1282
ENSG00000263353,659
ENSG00000263354,102
ENSG00000263355,926
ENSG00000263358,75
ENSG00000263359,75
ENSG00000263360,302
ENSG00000263361,82
ENSG00000263362,66
ENSG00000263363,83
ENSG00000263366,921
ENSG00000263367,99
ENSG00000263368,837
ENSG00000263369,637
ENSG00000263370,268
ENSG00000263372,95
ENSG00000263375,1386
ENSG00000263381,59
ENSG00000263382,1657
ENSG00000263388,169
ENSG00000263389,106
ENSG00000263390,84
ENSG00000263393,551
ENSG00000263394,756
ENSG00000263396,291
ENSG00000263399,76
ENSG00000263400,4792
ENSG00000263403,58
ENSG00000263405,1143
ENSG00000263407,73
ENSG00000263409,53
ENSG00000263410,257
ENSG00000263412,3446
ENSG00000263413,77
ENSG00000263414,69
ENSG00000263417,467
ENSG00000263418,120
ENSG00000263419,298
ENSG00000263424,3839
ENSG00000263426,298
ENSG00000263427,515
ENSG00000263429,2015
ENSG00000263432,296
ENSG00000263433,396
ENSG00000263435,321
ENSG00000263436,80
ENSG00000263438,5618
ENSG00000263439,82
ENSG00000263442,77
ENSG00000263443,499
ENSG00000263445,64
ENSG00000263450,554
ENSG00000263453,50
ENSG00000263456,113
ENSG00000263458,57
ENSG00000263460,435
ENSG00000263464,599
ENSG00000263465,4585
ENSG00000263466,435
ENSG00000263467,99
ENSG00000263468,74
ENSG00000263474,99
ENSG00000263476,74
ENSG00000263477,891
ENSG00000263479,296
ENSG00000263482,1815
ENSG00000263483,675
ENSG00000263485,297
ENSG00000263489,499
ENSG00000263490,262
ENSG00000263491,298
ENSG00000263494,193
ENSG00000263499,1409
ENSG00000263501,560
ENSG00000263503,1471
ENSG00000263505,870
ENSG00000263508,1368
ENSG00000263510,88
ENSG00000263511,89
ENSG00000263512,99
ENSG00000263513,2896
ENSG00000263514,74
ENSG00000263515,82
ENSG00000263517,162
ENSG00000263520,274
ENSG00000263526,40
ENSG00000263527,86
ENSG00000263528,4645
ENSG00000263529,300
ENSG00000263531,829
ENSG00000263533,66
ENSG00000263535,671
ENSG00000263537,272
ENSG00000263540,67
ENSG00000263547,6338
ENSG00000263551,4211
ENSG00000263556,293
ENSG00000263558,267
ENSG00000263561,74
ENSG00000263563,3790
ENSG00000263567,503
ENSG00000263571,5668
ENSG00000263572,131
ENSG00000263573,69
ENSG00000263574,3399
ENSG00000263575,78
ENSG00000263581,99
ENSG00000263583,86
ENSG00000263584,70
ENSG00000263585,448
ENSG00000263586,812
ENSG00000263588,451
ENSG00000263589,161
ENSG00000263590,5241
ENSG00000263593,72
ENSG00000263594,820
ENSG00000263595,294
ENSG00000263597,109
ENSG00000263598,99
ENSG00000263600,96
ENSG00000263602,67
ENSG00000263603,1151
ENSG00000263604,198
ENSG00000263606,2247
ENSG00000263608,251
ENSG00000263609,5143
ENSG00000263610,110
ENSG00000263611,2435
ENSG00000263612,946
ENSG00000263613,514
ENSG00000263615,90
ENSG00000263616,303
ENSG00000263618,1267
ENSG00000263620,455
ENSG00000263622,310
ENSG00000263624,1229
ENSG00000263625,75
ENSG00000263627,376
ENSG00000263628,81
ENSG00000263629,58
ENSG00000263631,53
ENSG00000263634,88
ENSG00000263635,464
ENSG00000263637,300
ENSG00000263638,102
ENSG00000263639,1431
ENSG00000263641,85
ENSG00000263642,79
ENSG00000263643,80
ENSG00000263644,589
ENSG00000263647,490
ENSG00000263648,338
ENSG00000263649,67
ENSG00000263652,72
ENSG00000263655,490
ENSG00000263657,573
ENSG00000263666,134
ENSG00000263667,2436
ENSG00000263669,258
ENSG00000263670,67
ENSG00000263671,251
ENSG00000263672,237
ENSG00000263674,324
ENSG00000263675,59
ENSG00000263676,60
ENSG00000263677,4977
ENSG00000263679,101
ENSG00000263680,831
ENSG00000263681,72
ENSG00000263682,1644
ENSG00000263683,425
ENSG00000263684,1030
ENSG00000263688,262
ENSG00000263690,96
ENSG00000263693,76
ENSG00000263697,84
ENSG00000263698,1038
ENSG00000263701,106
ENSG00000263705,77
ENSG00000263707,333
ENSG00000263708,257
ENSG00000263709,321
ENSG00000263711,13677
ENSG00000263712,68
ENSG00000263715,2894
ENSG00000263716,888
ENSG00000263717,418
ENSG00000263718,1987
ENSG00000263720,790
ENSG00000263723,78
ENSG00000263724,7837
ENSG00000263725,384
ENSG00000263727,266
ENSG00000263728,251
ENSG00000263729,144
ENSG00000263730,105
ENSG00000263731,2681
ENSG00000263733,1017
ENSG00000263734,77
ENSG00000263735,80
ENSG00000263740,294
ENSG00000263741,57
ENSG00000263742,74
ENSG00000263744,98
ENSG00000263745,10151
ENSG00000263746,83
ENSG00000263748,996
ENSG00000263749,596
ENSG00000263750,61
ENSG00000263752,77
ENSG00000263753,98033
ENSG00000263755,297
ENSG00000263756,575
ENSG00000263761,3307
ENSG00000263762,92
ENSG00000263763,85
ENSG00000263764,63
ENSG00000263765,2114
ENSG00000263766,1635
ENSG00000263772,354
ENSG00000263776,137
ENSG00000263781,315
ENSG00000263783,53
ENSG00000263785,62
ENSG00000263786,715
ENSG00000263787,684
ENSG00000263788,294
ENSG00000263790,90
ENSG00000263793,67
ENSG00000263794,286
ENSG00000263795,118
ENSG00000263797,542
ENSG00000263798,2821
ENSG00000263800,64
ENSG00000263809,3081
ENSG00000263811,72
ENSG00000263813,67
ENSG00000263815,294
ENSG00000263816,64
ENSG00000263818,4538
ENSG00000263821,1100
ENSG00000263823,1581
ENSG00000263826,2399
ENSG00000263828,79
ENSG00000263829,657
ENSG00000263831,78
ENSG00000263833,101
ENSG00000263834,78
ENSG00000263838,79
ENSG00000263841,301
ENSG00000263843,3070
ENSG00000263846,930
ENSG00000263847,542
ENSG00000263849,81
ENSG00000263857,71
ENSG00000263858,76
ENSG00000263859,780
ENSG00000263860,278
ENSG00000263861,70
ENSG00000263862,3030
ENSG00000263863,240
ENSG00000263864,62
ENSG00000263869,106
ENSG00000263870,507
ENSG00000263871,148
ENSG00000263872,89
ENSG00000263873,630
ENSG00000263874,3690
ENSG00000263876,101
ENSG00000263878,6082
ENSG00000263879,131
ENSG00000263881,90
ENSG00000263882,289
ENSG00000263883,512
ENSG00000263884,2130
ENSG00000263885,85
ENSG00000263887,1489
ENSG00000263890,65
ENSG00000263892,65
ENSG00000263893,887
ENSG00000263894,76
ENSG00000263895,330
ENSG00000263896,102
ENSG00000263897,61
ENSG00000263904,466
ENSG00000263905,338
ENSG00000263908,73
ENSG00000263909,102
ENSG00000263912,251
ENSG00000263914,1038
ENSG00000263916,481
ENSG00000263917,560
ENSG00000263918,64
ENSG00000263923,617
ENSG00000263924,346
ENSG00000263926,57
ENSG00000263932,85
ENSG00000263934,1131
ENSG00000263935,388
ENSG00000263937,99
ENSG00000263938,775
ENSG00000263940,334
ENSG00000263941,280
ENSG00000263942,162
ENSG00000263944,281
ENSG00000263945,109
ENSG00000263946,868
ENSG00000263947,271
ENSG00000263950,110
ENSG00000263952,797
ENSG00000263955,290
ENSG00000263956,10160
ENSG00000263958,3692
ENSG00000263961,3322
ENSG00000263963,73
ENSG00000263964,93
ENSG00000263967,94
ENSG00000263968,297
ENSG00000263969,298
ENSG00000263970,192
ENSG00000263971,151
ENSG00000263972,52
ENSG00000263973,79
ENSG00000263974,272
ENSG00000263976,120
ENSG00000263978,68
ENSG00000263979,80
ENSG00000263981,88
ENSG00000263982,396
ENSG00000263986,502
ENSG00000263987,71
ENSG00000263988,297
ENSG00000263989,297
ENSG00000263990,486
ENSG00000263993,297
ENSG00000263994,131
ENSG00000263999,293
ENSG00000264000,453
ENSG00000264002,283
ENSG00000264004,71
ENSG00000264005,91
ENSG00000264006,2743
ENSG00000264007,637
