,exon_chrom_start
ENSG00000214560,66637149
ENSG00000285738,66794041
ENSG00000288039,66824350
ENSG00000287873,66997168
ENSG00000283189,49429108
ENSG00000255174,11999087
ENSG00000254507,12003400
ENSG00000226447,37976825
ENSG00000284610,12014831
ENSG00000274178,13029339
ENSG00000274764,13056414
ENSG00000231130,29896654
ENSG00000237669,30006121
ENSG00000235963,29908479
ENSG00000204625,29975112
ENSG00000236011,31653271
ENSG00000169676,9781634
ENSG00000229390,29972209
ENSG00000249219,9922814
ENSG00000143947,55231903
ENSG00000233677,29906543
ENSG00000234231,87700984
ENSG00000285799,29883554
ENSG00000206341,29887752
ENSG00000109667,9826420
ENSG00000273445,87477495
ENSG00000281831,29871895
ENSG00000121895,39032226
ENSG00000185304,87825658
ENSG00000166448,98869777
ENSG00000116830,117060326
ENSG00000109063,10629842
ENSG00000163263,154206275
ENSG00000197430,96358894
ENSG00000277058,13060869
ENSG00000072506,53432247
ENSG00000261268,139623101
ENSG00000279104,49760897
ENSG00000146858,139035653
ENSG00000229571,13070853
ENSG00000255882,9867027
ENSG00000110852,9869205
ENSG00000102401,101622797
ENSG00000151923,119596434
ENSG00000101670,49560699
ENSG00000225933,87654890
ENSG00000214354,87565828
ENSG00000284879,87455476
ENSG00000223893,49942251
ENSG00000188730,49773638
ENSG00000110218,94128841
ENSG00000164500,50095883
ENSG00000170537,18983934
ENSG00000228005,50142719
ENSG00000287521,50093279
ENSG00000042813,50056185
ENSG00000250413,10006482
ENSG00000250519,94238150
ENSG00000256745,94188449
ENSG00000231292,113406396
ENSG00000234997,113424495
ENSG00000275031,83077507
ENSG00000110925,51083339
ENSG00000148925,13463092
ENSG00000272563,113432600
ENSG00000224578,51553436
ENSG00000175065,31376777
ENSG00000162994,55232236
ENSG00000260057,51762334
ENSG00000257052,60906789
ENSG00000241713,31656528
ENSG00000233250,53432932
ENSG00000228275,101624128
ENSG00000230304,198224521
ENSG00000261190,52078397
ENSG00000226008,198228194
ENSG00000243007,72379215
ENSG00000273619,62386303
ENSG00000262860,34172447
ENSG00000143297,157515842
ENSG00000261470,52078622
ENSG00000261187,72465128
ENSG00000279779,52081568
ENSG00000126107,45004600
ENSG00000166233,72474330
ENSG00000282480,130350996
ENSG00000285888,36768485
ENSG00000219375,7331286
ENSG00000275617,248361581
ENSG00000124772,36757285
ENSG00000230570,7340854
ENSG00000238221,7276031
ENSG00000278659,248387949
ENSG00000277862,13097685
ENSG00000250024,189001770
ENSG00000163141,151036321
ENSG00000124783,7313042
ENSG00000273508,248408227
ENSG00000251310,189193100
ENSG00000225387,18385829
ENSG00000256797,9881489
ENSG00000189180,38010655
ENSG00000249877,189291179
ENSG00000281489,248443651
ENSG00000275754,248455242
ENSG00000151445,77457495
ENSG00000115307,74529580
ENSG00000205100,189472965
ENSG00000179023,18480982
ENSG00000277113,248475795
ENSG00000250739,189659605
ENSG00000235282,18513118
ENSG00000188393,9932275
ENSG00000203327,55215975
ENSG00000169347,20327467
ENSG00000227799,55224280
ENSG00000225016,18809830
ENSG00000167186,19067614
ENSG00000272149,33147556
ENSG00000170275,33114014
ENSG00000137310,31158589
ENSG00000286019,148679462
ENSG00000270629,148595855
ENSG00000163507,108589274
ENSG00000183723,66614750
ENSG00000134760,31318160
ENSG00000259804,67561411
ENSG00000226515,74342713
ENSG00000213269,74376125
ENSG00000276340,143621803
ENSG00000204252,33009455
ENSG00000113594,38595261
ENSG00000240915,63013068
ENSG00000126088,45010950
ENSG00000225478,18595414
ENSG00000204528,31177639
ENSG00000225231,9943130
ENSG00000177452,63788721
ENSG00000204531,31170216
ENSG00000228056,63843196
ENSG00000274935,54525581
ENSG00000223949,64111946
ENSG00000261423,72473875
ENSG00000138381,189661385
ENSG00000100316,39318400
ENSG00000260534,72589691
ENSG00000004766,93232340
ENSG00000271072,72450657
ENSG00000185483,63774022
ENSG00000187806,72398305
ENSG00000173705,33218686
ENSG00000266729,31426833
ENSG00000230665,74398559
ENSG00000213695,74409518
ENSG00000255016,12025244
ENSG00000147100,74421493
ENSG00000186328,34715613
ENSG00000282058,28557532
ENSG00000217130,34744176
ENSG00000230119,33190233
ENSG00000275383,68591382
ENSG00000276485,28565258
ENSG00000282531,28576608
ENSG00000166313,6396100
ENSG00000261101,101627868
ENSG00000286000,101640421
ENSG00000282090,28590818
ENSG00000276005,28601112
ENSG00000147130,71254029
ENSG00000174672,1389899
ENSG00000249030,29413850
ENSG00000231206,74473017
ENSG00000251394,29446527
ENSG00000124562,34757505
ENSG00000164897,151082764
ENSG00000250698,140128015
ENSG00000286165,189661519
ENSG00000233046,29403054
ENSG00000286053,189661452
ENSG00000137818,69452818
ENSG00000178458,139698144
ENSG00000286320,139763080
ENSG00000230780,29424782
ENSG00000196782,140152860
ENSG00000256803,10030543
ENSG00000256660,10010627
ENSG00000235966,29393135
ENSG00000261357,19065991
ENSG00000261465,19067551
ENSG00000183036,39867438
ENSG00000224234,29435874
ENSG00000115966,175168050
ENSG00000184675,64205570
ENSG00000262113,34303449
ENSG00000279389,34261710
ENSG00000085871,139665819
ENSG00000198919,108589722
ENSG00000220205,8162878
ENSG00000074410,63381636
ENSG00000260268,52085066
ENSG00000153684,28378621
ENSG00000164877,1437535
ENSG00000261433,10658542
ENSG00000261749,52085218
ENSG00000226970,84244334
ENSG00000280936,63422269
ENSG00000226390,63448051
ENSG00000257122,22437005
ENSG00000280807,23036897
ENSG00000228776,42140635
ENSG00000173702,124934661
ENSG00000230872,22382436
ENSG00000231560,9952550
ENSG00000165682,9997160
ENSG00000171159,128160265
ENSG00000260790,22374859
ENSG00000140743,22374231
ENSG00000249042,80487773
ENSG00000220472,7338839
ENSG00000030066,47848219
ENSG00000113456,34915416
ENSG00000257696,100143058
ENSG00000164304,7389202
ENSG00000261524,28402868
ENSG00000276928,28416449
ENSG00000274532,28422172
ENSG00000179094,8152337
ENSG00000284628,28444144
ENSG00000244968,38556786
ENSG00000260159,28457612
ENSG00000152380,80487969
ENSG00000148337,128199920
ENSG00000171045,142403104
ENSG00000234947,31958721
ENSG00000198498,163494442
ENSG00000237296,22437008
ENSG00000223865,33075990
ENSG00000259180,55680385
ENSG00000166450,55742838
ENSG00000242706,80498534
ENSG00000240003,80500332
ENSG00000172322,9951316
ENSG00000218823,4857738
ENSG00000039319,80408013
ENSG00000157927,4883596
ENSG00000258815,85318060
ENSG00000263163,153791585
ENSG00000257855,85567878
ENSG00000258206,85781892
ENSG00000100591,77457870
ENSG00000198774,85836155
ENSG00000113460,34915711
ENSG00000167701,144502973
ENSG00000227045,151701026
ENSG00000178796,151710433
ENSG00000257179,25267064
ENSG00000234841,112826307
ENSG00000248152,112980329
ENSG00000165406,45535211
ENSG00000213935,4865432
ENSG00000120054,100081403
ENSG00000151640,132186948
ENSG00000243716,22479121
ENSG00000276999,21655154
ENSG00000280066,21687036
ENSG00000279280,21719001
ENSG00000280218,21729280
ENSG00000279112,21760226
ENSG00000274746,21776906
ENSG00000182965,112520488
ENSG00000276763,108574683
ENSG00000258275,25357764
ENSG00000232230,100114417
ENSG00000257976,25431193
ENSG00000283232,100139994
ENSG00000206192,18871861
ENSG00000159409,151715876
ENSG00000242756,18837768
ENSG00000162368,47333797
ENSG00000145362,112818032
ENSG00000249019,39714211
ENSG00000284928,64186791
ENSG00000078140,39698136
ENSG00000263275,153769301
ENSG00000263130,153768378
ENSG00000229294,65306433
ENSG00000234144,65298755
ENSG00000262826,153745298
ENSG00000175376,66002040
ENSG00000116675,65248219
ENSG00000225682,31958139
ENSG00000198881,64230463
ENSG00000224796,33079451
ENSG00000231389,33080680
ENSG00000134470,5960367
ENSG00000115155,26477844
ENSG00000287370,64205974
ENSG00000272660,179584271
ENSG00000136522,179604527
ENSG00000129988,38346482
ENSG00000224490,165933857
ENSG00000009709,18630846
ENSG00000255182,144497977
ENSG00000123607,165870797
ENSG00000160972,144477969
ENSG00000275811,1152267
ENSG00000082805,990509
ENSG00000180610,39771009
ENSG00000271543,47796169
ENSG00000271557,47841324
ENSG00000263620,8162878
ENSG00000218347,27523076
ENSG00000237623,47274233
ENSG00000219738,27561361
ENSG00000203402,47297852
ENSG00000216676,27652602
ENSG00000232009,47392235
ENSG00000147117,47370578
ENSG00000230741,33320865
ENSG00000232073,33164063
ENSG00000133424,33384192
ENSG00000287674,27679971
ENSG00000240520,84370383
ENSG00000241336,155240919
ENSG00000176601,135024626
ENSG00000197102,101964573
ENSG00000183560,94305592
ENSG00000235500,18892260
ENSG00000253716,143280161
ENSG00000238275,106286811
ENSG00000203943,84298366
ENSG00000242190,81764660
ENSG00000272910,179583262
ENSG00000100558,67412018
ENSG00000276210,106287674
ENSG00000136518,179562926
ENSG00000256196,60925219
ENSG00000260635,22365121
ENSG00000110446,60937870
ENSG00000240045,155293620
ENSG00000262777,1424473
ENSG00000242790,155291188
ENSG00000167193,1455877
ENSG00000239443,155309427
ENSG00000277876,30822667
ENSG00000123901,94400861
ENSG00000059378,140062522
ENSG00000172159,83267012
ENSG00000259369,55746639
ENSG00000287762,41612033
ENSG00000229486,84018189
ENSG00000249216,41692542
ENSG00000285201,84038529
ENSG00000146950,9786429
ENSG00000265752,23982374
ENSG00000064042,41359607
ENSG00000175470,131901008
ENSG00000287891,36844207
ENSG00000253230,9900555
ENSG00000102043,64395340
ENSG00000134253,117115575
ENSG00000288097,111320379
ENSG00000198663,36871870
ENSG00000257572,45071769
ENSG00000238171,181105853
ENSG00000185610,45050525
ENSG00000234663,181086076
ENSG00000257319,45050901
ENSG00000230203,26422546
ENSG00000257331,45063473
ENSG00000272666,50542305
ENSG00000273272,50541108
ENSG00000287386,45164186
ENSG00000136731,128091200
ENSG00000249237,84344678
ENSG00000130487,50545899
ENSG00000230326,9865093
ENSG00000175334,66002503
ENSG00000213754,64306124
ENSG00000215319,9818239
ENSG00000173706,125055575
ENSG00000235132,29453760
ENSG00000128203,26429260
ENSG00000170035,180967248
ENSG00000006118,60924463
ENSG00000115085,97713560
ENSG00000278351,45256473
ENSG00000177119,45215987
ENSG00000100099,26463917
ENSG00000157625,30975013
ENSG00000259459,63390136
ENSG00000259268,63469306
ENSG00000276651,63500737
ENSG00000219928,87525302
ENSG00000236709,87553454
ENSG00000227228,29466358
ENSG00000274367,2981175
ENSG00000224444,29471596
ENSG00000233141,29483337
ENSG00000232302,29485842
ENSG00000261392,9068554
ENSG00000283349,64405473
ENSG00000232652,29494080
ENSG00000263244,9104848
ENSG00000254823,123314503
ENSG00000182831,9091644
ENSG00000213669,92676943
ENSG00000141027,16215362
ENSG00000253389,41660991
ENSG00000230889,64432401
ENSG00000227261,64612632
ENSG00000230674,29526002
ENSG00000234040,68626870
ENSG00000234925,68642519
ENSG00000260588,41828165
ENSG00000127314,68610899
ENSG00000263011,3106764
ENSG00000271398,28247144
ENSG00000260349,9106511
ENSG00000226502,64623117
ENSG00000266213,78137223
ENSG00000254407,123340174
ENSG00000085644,3129777
ENSG00000265644,78480549
ENSG00000225814,64697878
ENSG00000271576,84076331
ENSG00000237698,29534286
ENSG00000236982,64726748
ENSG00000255456,144584040
ENSG00000147799,144605535
ENSG00000133636,85874295
ENSG00000226250,18905439
ENSG00000256944,60913960
ENSG00000280388,76043977
ENSG00000231542,30834623
ENSG00000235512,30854321
ENSG00000110108,60914158
ENSG00000228453,117138229
ENSG00000231358,18944140
ENSG00000127952,76047662
ENSG00000132446,31071233
ENSG00000234469,9967358
ENSG00000137168,36858565
ENSG00000158079,94030794
ENSG00000254895,103402013
ENSG00000224973,33725014
ENSG00000285878,103293016
ENSG00000255417,103403512
ENSG00000254931,103402588
ENSG00000196893,18953560
ENSG00000254824,103409580
ENSG00000253245,103407441
ENSG00000137563,63026158
ENSG00000154025,18950345
ENSG00000225076,10038313
ENSG00000254565,103406213
ENSG00000100744,96363526
ENSG00000047644,10015254
ENSG00000133101,36431520
ENSG00000255350,103404309
ENSG00000237529,83272280
ENSG00000278182,145507444
ENSG00000275064,145509047
ENSG00000269376,113009671
ENSG00000269356,113008778
ENSG00000235280,112968619
ENSG00000253559,189762704
ENSG00000088992,117099225
ENSG00000260874,2459914
ENSG00000151687,189674290
ENSG00000126217,112894378
ENSG00000260095,2452581
ENSG00000285970,2436804
ENSG00000162063,2429394
ENSG00000122386,3112560
ENSG00000288022,125061448
ENSG00000220793,9156402
ENSG00000261397,9444933
ENSG00000261617,9355588
ENSG00000253121,63024372
ENSG00000261075,9455412
ENSG00000260071,9466655
ENSG00000138796,107989714
ENSG00000273082,33922422
ENSG00000232081,33724803
ENSG00000230001,4071726
ENSG00000237009,3898642
ENSG00000257986,26143107
ENSG00000236724,3875584
ENSG00000107249,4152067
ENSG00000285633,25916015
ENSG00000279521,25820366
ENSG00000257503,26208036
ENSG00000281658,248487613
ENSG00000224655,121790436
ENSG00000204183,35433029
ENSG00000272566,189703881
ENSG00000275102,248491033
ENSG00000125965,35437298
ENSG00000254533,144698614
ENSG00000280815,248500752
ENSG00000250666,189881515
ENSG00000245685,189940170
ENSG00000165752,132226795
ENSG00000262517,17814608
ENSG00000262640,17872581
ENSG00000228596,44787124
ENSG00000262802,17893987
ENSG00000280641,61894910
ENSG00000134452,5890231
ENSG00000172671,45672250
ENSG00000253441,106289433
ENSG00000242009,81840547
ENSG00000128694,189762685
ENSG00000169217,30355212
ENSG00000253367,106293568
ENSG00000211951,106301793
ENSG00000232101,128151154
ENSG00000261365,28473322
ENSG00000229173,128139792
ENSG00000274814,28494975
ENSG00000213480,121369433
ENSG00000186867,121380308
ENSG00000145491,10441524
ENSG00000204822,74472569
ENSG00000257738,45200817
ENSG00000134297,45215940
ENSG00000235734,97827248
ENSG00000075568,97758893
ENSG00000109536,189940872
ENSG00000237336,123491884
ENSG00000263072,3143604
ENSG00000229115,123759220
ENSG00000115282,74483073
ENSG00000234881,123843036
ENSG00000164659,87059325
ENSG00000148204,123356170
ENSG00000253462,106309417
ENSG00000255700,65134688
ENSG00000253482,106314651
ENSG00000236179,13105378
ENSG00000265378,78505165
ENSG00000254326,106318191
ENSG00000227666,94038030
ENSG00000211952,106324643
ENSG00000275774,13116793
ENSG00000276136,32000375
ENSG00000253149,106329432
ENSG00000266273,78796480
ENSG00000249209,33931471
ENSG00000254289,106331518
ENSG00000257094,32007127
ENSG00000272172,143290399
ENSG00000266586,78918937
ENSG00000239440,81986138
ENSG00000229978,13128818
ENSG00000185730,143289676
ENSG00000154016,19046849
ENSG00000130766,28259518
ENSG00000273102,33968233
ENSG00000273240,189763859
ENSG00000237945,33915534
ENSG00000250600,10441688
ENSG00000236153,180980066
ENSG00000241367,82320117
ENSG00000270550,106335488
ENSG00000257852,32072734
ENSG00000253491,106342680
ENSG00000287758,78926053
ENSG00000177803,163932526
ENSG00000265101,78927084
ENSG00000253587,106344788
ENSG00000250746,164188311
ENSG00000231475,106349675
ENSG00000271357,32100485
ENSG00000145416,164383187
ENSG00000230826,123736437
ENSG00000224062,121451541
ENSG00000283607,106354448
ENSG00000270474,106356557
ENSG00000110777,111379162
ENSG00000119522,123798261
ENSG00000211955,106360199
ENSG00000271578,101190520
ENSG00000064995,34887787
ENSG00000282766,130383653
ENSG00000229375,19019234
ENSG00000254203,106367385
ENSG00000225938,101236325
ENSG00000226057,19062591
ENSG00000253440,106369501
ENSG00000177575,7503645
ENSG00000249462,189973599
ENSG00000257530,32107394
ENSG00000280529,61995028
ENSG00000277342,32109076
ENSG00000230528,20436337
ENSG00000228322,4299390
ENSG00000276115,32352349
ENSG00000174106,65169583
ENSG00000224194,15680271
ENSG00000187721,19032483
ENSG00000274964,32339368
ENSG00000111058,80936414
ENSG00000213697,43522036
ENSG00000151746,32106835
ENSG00000231031,15690782
ENSG00000234493,120015323
ENSG00000287490,20416610
ENSG00000237911,20416517
ENSG00000189423,20408311
ENSG00000237326,15810735
ENSG00000214657,15869939
ENSG00000226619,19027837
ENSG00000101882,119943220
ENSG00000232685,19008259
ENSG00000266114,10792059
ENSG00000230869,45678692
ENSG00000205726,33642400
ENSG00000278114,195726370
ENSG00000233670,10837945
ENSG00000234569,119621068
ENSG00000227437,119638456
ENSG00000287751,20417450
ENSG00000065060,34792083
ENSG00000179292,66291894
ENSG00000286028,111510600
ENSG00000285220,10729777
ENSG00000178795,77287218
ENSG00000284876,10837945
ENSG00000255428,111416365
ENSG00000187824,10725011
ENSG00000188522,19004709
ENSG00000177414,64203627
ENSG00000255093,111448450
ENSG00000174807,66314494
ENSG00000285606,10279687
ENSG00000014257,132317407
ENSG00000260093,10050485
ENSG00000254458,66312853
ENSG00000249848,10337486
ENSG00000285675,10146965
ENSG00000175806,10054292
ENSG00000149084,43680738
ENSG00000259232,65475318
ENSG00000137707,111512181
ENSG00000237938,15732387
ENSG00000074603,65515656
ENSG00000162461,15736258
ENSG00000279825,19030857
ENSG00000115275,74464896
ENSG00000263045,18986148
ENSG00000276853,65171262
ENSG00000229467,29549819
ENSG00000211956,106374048
ENSG00000281237,195658096
ENSG00000253325,106377688
ENSG00000211957,106389798
ENSG00000241095,82806515
ENSG00000281794,195708183
ENSG00000273449,163529771
ENSG00000253240,106393186
ENSG00000248546,164197007
ENSG00000253359,106397069
ENSG00000288004,83384445
ENSG00000116786,15684320
ENSG00000224163,128913846
ENSG00000211958,106410898
ENSG00000255085,144700353
ENSG00000286567,83936873
ENSG00000253989,106418018
ENSG00000177144,148748894
ENSG00000211959,106422102
ENSG00000258134,32227410
ENSG00000275140,148784482
ENSG00000253467,106425359
ENSG00000237852,65486406
ENSG00000263146,78978463
ENSG00000271546,148795797
ENSG00000242195,83937045
ENSG00000246016,10479371
ENSG00000213625,65420587
ENSG00000204173,111612998
ENSG00000244361,10488820
ENSG00000249166,10493863
ENSG00000249396,10502555
ENSG00000163931,53255836
ENSG00000263612,144713899
ENSG00000148057,83623049
ENSG00000249160,10509057
ENSG00000264176,10716002
ENSG00000170222,10697594
ENSG00000280017,10541454
ENSG00000279450,10556582
ENSG00000282933,119942834
ENSG00000282850,120000004
ENSG00000242616,111661605
ENSG00000258375,81545326
ENSG00000186471,119895893
ENSG00000258026,81125584
ENSG00000151929,119651380
ENSG00000251196,10655802
ENSG00000164236,10564330
ENSG00000225439,74148009
ENSG00000281725,23087871
ENSG00000224829,77313606
ENSG00000135637,74481817
ENSG00000258896,60158976
ENSG00000261693,142403652
ENSG00000100612,60169697
ENSG00000224570,65578265
ENSG00000031698,109213918
ENSG00000116678,65420652
ENSG00000133028,10697235
ENSG00000261395,68686399
ENSG00000260860,68651056
ENSG00000229677,139049456
ENSG00000276538,150047609
ENSG00000225248,29574058
ENSG00000260577,68645980
ENSG00000105939,139109024
ENSG00000241449,150040521
ENSG00000244115,111631386
ENSG00000228913,29556275
ENSG00000062038,68636189
ENSG00000250106,10627932
ENSG00000059769,111631334
ENSG00000226796,29570508
ENSG00000183644,111514785
ENSG00000232632,29624086
ENSG00000260053,28506625
ENSG00000271307,189979902
ENSG00000235129,95368507
ENSG00000160124,122383174
ENSG00000115041,95297347
ENSG00000283003,9542045
ENSG00000263400,10729777
ENSG00000283375,43856354
ENSG00000229750,175167904
ENSG00000283393,43718676
ENSG00000254512,43733759
ENSG00000172273,119121580
ENSG00000198169,144755405
ENSG00000283217,43556436
ENSG00000286883,74465339
ENSG00000168061,65040901
ENSG00000223383,36490078
ENSG00000180440,36674020
ENSG00000254980,111526652
ENSG00000257489,100196872
ENSG00000283341,43578889
ENSG00000251548,10664495
ENSG00000262904,74667506
ENSG00000279979,10675317
ENSG00000286622,10054926
ENSG00000138593,48996367
ENSG00000217442,50562858
ENSG00000283483,43733761
ENSG00000263388,10680734
ENSG00000263508,10844674
ENSG00000246250,43833610
ENSG00000238105,100159772
ENSG00000168060,65046189
ENSG00000257897,86015697
ENSG00000244753,10861389
ENSG00000258178,85958686
ENSG00000264016,10768807
ENSG00000265204,24099223
ENSG00000261245,31361539
ENSG00000264924,24120992
ENSG00000260362,9676674
ENSG00000274442,1684780
ENSG00000279332,24135468
ENSG00000182050,86049674
ENSG00000243721,43718676
ENSG00000264745,24015304
ENSG00000140678,31355134
ENSG00000240813,10746330
ENSG00000284702,31986852
ENSG00000235661,43569306
ENSG00000137976,84398532
ENSG00000279542,10821901
ENSG00000137561,63085818
ENSG00000263429,10803606
ENSG00000168234,23992773
ENSG00000260975,52227896
ENSG00000260478,52238081
ENSG00000260887,52258564
ENSG00000166153,100266920
ENSG00000100564,67600024
ENSG00000134323,15940550
ENSG00000285361,84477039
ENSG00000251162,164597719
ENSG00000278247,23141311
ENSG00000126773,60091911
ENSG00000143443,151047751
ENSG00000233718,15940974
ENSG00000102904,67806765
ENSG00000221955,125120599
ENSG00000281737,23149124
ENSG00000232823,119683536
ENSG00000197622,151070264
ENSG00000281582,23901432
ENSG00000223850,15920399
ENSG00000185963,92764505
ENSG00000162460,15742499
ENSG00000167550,49069734
ENSG00000184867,101658492
ENSG00000286621,158868657
ENSG00000243792,158853755
ENSG00000251491,158862311
ENSG00000163331,158795317
ENSG00000260808,68616189
ENSG00000258185,86838666
ENSG00000235306,36740041
ENSG00000254856,68488609
ENSG00000229262,18059493
ENSG00000224459,15749430
ENSG00000250132,989809
ENSG00000054690,67533290
ENSG00000110075,68460731
ENSG00000177675,7368933
ENSG00000196262,44796680
ENSG00000248988,159007119
ENSG00000164123,159035033
ENSG00000002016,949602
ENSG00000249367,159026139
ENSG00000258959,102044293
ENSG00000052795,158769026
ENSG00000075089,100199122
ENSG00000235416,53456273
ENSG00000259013,101969364
ENSG00000270623,100143614
ENSG00000225762,47408320
ENSG00000281900,23926900
ENSG00000253555,63137359
ENSG00000281065,23939998
ENSG00000270673,63167725
ENSG00000280601,23949918
ENSG00000281265,23963780
ENSG00000277672,49075039
ENSG00000186790,47416285
ENSG00000237424,47432133
ENSG00000186564,47438044
ENSG00000241923,140366240
ENSG00000196951,140373263
ENSG00000213190,151060397
ENSG00000271355,47483698
ENSG00000229554,47497894
ENSG00000153130,140257286
ENSG00000073464,10156975
ENSG00000130772,28329002
ENSG00000107566,100185514
ENSG00000251297,189984815
ENSG00000235915,31653110
ENSG00000224807,190021407
ENSG00000223543,36741878
ENSG00000170989,101236865
ENSG00000277959,131971202
ENSG00000280381,123087256
ENSG00000176171,131981761
ENSG00000101457,45791954
ENSG00000251497,123081384
ENSG00000090975,123110385
ENSG00000133961,73458493
ENSG00000205097,190027027
ENSG00000254817,12033646
ENSG00000254700,12043506
ENSG00000233050,12071690
ENSG00000267868,112964835
ENSG00000134258,117173187
ENSG00000205495,5046526
ENSG00000176787,5058650
ENSG00000273085,5069572
ENSG00000165995,18140424
ENSG00000253797,52024691
ENSG00000171858,62387103
ENSG00000273521,131980240
ENSG00000232807,5945655
ENSG00000253710,52012398
ENSG00000215486,36789332
ENSG00000271337,36804198
ENSG00000133111,36819222
ENSG00000282484,2199057
ENSG00000237840,45722327
ENSG00000282263,2496740
ENSG00000281936,2503318
ENSG00000279982,131996738
ENSG00000282397,2607577
ENSG00000280049,87041916
ENSG00000242850,87169985
ENSG00000228702,45725694
ENSG00000255836,7438780
ENSG00000198133,67515445
ENSG00000278865,10676096
ENSG00000233336,13147337
ENSG00000236711,36849940
ENSG00000120693,36879278
ENSG00000280267,13155884
ENSG00000172661,45727219
ENSG00000278674,47022287
ENSG00000249754,140314163
ENSG00000267587,46853829
ENSG00000272324,10761065
ENSG00000206181,47032572
ENSG00000006459,140176744
ENSG00000112977,10761014
ENSG00000100263,29267748
ENSG00000228399,101256274
ENSG00000250053,190037916
ENSG00000164603,112939591
ENSG00000173810,101270875
ENSG00000281706,27694035
ENSG00000214273,190041342
ENSG00000266957,47091174
ENSG00000240890,132386522
ENSG00000267444,49650350
ENSG00000275553,46968695
ENSG00000281722,23977409
ENSG00000249003,190062813
ENSG00000275675,38068449
ENSG00000277897,23980152
ENSG00000280212,47076117
ENSG00000231671,101323337
ENSG00000179412,13163914
ENSG00000167216,46917492
ENSG00000267674,49742026
ENSG00000226556,47439544
ENSG00000226086,38080056
ENSG00000216915,27737000
ENSG00000204505,13172455
ENSG00000287252,27759870
ENSG00000281591,190064502
ENSG00000277162,190065233
ENSG00000218069,27780619
ENSG00000213264,132401253
ENSG00000217862,27807075
ENSG00000228757,106436415
ENSG00000287158,83953639
ENSG00000277044,64097802
ENSG00000189372,108383398
ENSG00000136682,113437691
ENSG00000253294,106440950
ENSG00000278473,106443539
ENSG00000228966,106460092
ENSG00000254228,106463643
ENSG00000232216,106470675
ENSG00000146802,112790160
ENSG00000229758,128199901
ENSG00000117360,150321533
ENSG00000283195,106472791
ENSG00000283562,106478348
ENSG00000250576,10776964
ENSG00000235964,38091764
ENSG00000227042,10242339
ENSG00000185631,128203361
ENSG00000227160,32254346
ENSG00000279169,13197852
ENSG00000275758,23966902
ENSG00000255375,32132657
ENSG00000286834,94145534
ENSG00000223458,75876886
ENSG00000281720,190067935
ENSG00000248162,164725310
ENSG00000286203,94147966
ENSG00000257246,51124628
ENSG00000178734,75871038
ENSG00000112619,42721754
ENSG00000281400,23969213
ENSG00000135457,51172301
ENSG00000197565,108438186
ENSG00000279804,13225820
ENSG00000275003,23974309
ENSG00000226715,101639548
ENSG00000171102,133209128
ENSG00000261206,75932395
ENSG00000250894,13245863
ENSG00000237015,29260889
ENSG00000224933,76014359
ENSG00000270601,13254212
ENSG00000285572,76846401
ENSG00000284809,76833839
ENSG00000183298,101786340
ENSG00000287018,76664144
ENSG00000213435,42727234
ENSG00000281652,190071232
ENSG00000182944,29268009
ENSG00000175787,94259298
ENSG00000281058,190074525
ENSG00000259059,96423700
ENSG00000258205,87746567
ENSG00000140057,96392128
ENSG00000256681,73850997
ENSG00000280799,190077818
ENSG00000103460,52547714
ENSG00000138759,78057570
ENSG00000257648,87750142
ENSG00000175581,73787874
ENSG00000133612,151085831
ENSG00000258834,190081118
ENSG00000160199,42974562
ENSG00000277339,64105820
ENSG00000256463,78980275
ENSG00000280757,190084412
ENSG00000278508,23162205
ENSG00000280695,64147144
ENSG00000281627,190087705
ENSG00000095370,127771186
ENSG00000231219,13275133
ENSG00000237700,13303539
ENSG00000265316,5463627
ENSG00000225358,112737777
ENSG00000264000,5567130
ENSG00000288062,92808909
ENSG00000184313,54641790
ENSG00000223646,112622378
ENSG00000204501,13315581
ENSG00000082397,5543913
ENSG00000237679,94287699
ENSG00000169344,20352689
ENSG00000278313,72604754
ENSG00000230262,94204493
ENSG00000260672,72615810
ENSG00000240622,124152909
ENSG00000187984,92809568
ENSG00000260391,124723788
ENSG00000260144,72605183
ENSG00000269929,94166258
ENSG00000259783,72636786
ENSG00000160145,124080023
ENSG00000238180,128217588
ENSG00000231327,70125046
ENSG00000240051,96456576
ENSG00000136720,128318037
ENSG00000228229,13324039
ENSG00000279427,52436772
ENSG00000260231,140177184
ENSG00000204481,13343562
ENSG00000108576,30235613
ENSG00000095587,96513511
ENSG00000270512,140282465
ENSG00000241661,140292752
ENSG00000169550,26572041
ENSG00000287861,19117979
ENSG00000224778,19126399
ENSG00000234337,52655307
ENSG00000285800,52583694
ENSG00000119440,133228502
ENSG00000261261,52622115
ENSG00000234894,19152172
ENSG00000279354,46915021
ENSG00000250326,143184508
ENSG00000183791,46962768
ENSG00000251300,143045086
ENSG00000182330,13285097
ENSG00000274744,47028202
ENSG00000229147,19171052
ENSG00000260393,52608025
ENSG00000260963,52607022
ENSG00000078043,46917322
ENSG00000127081,92877890
ENSG00000241120,167694355
ENSG00000114209,167734662
ENSG00000249231,52554064
ENSG00000174791,66335978
ENSG00000255505,26427051
ENSG00000134343,26188842
ENSG00000233717,151112645
ENSG00000249685,39133913
ENSG00000143458,151070578
ENSG00000109790,39045039
ENSG00000232843,92893698
ENSG00000226668,92882567
ENSG00000288271,92809388
ENSG00000275318,92840955
ENSG00000226721,92836826
