,exon_chrom_end
ENSG00000165996,17617374
ENSG00000237632,103262311
ENSG00000213704,98390919
ENSG00000250673,146214694
ENSG00000162267,52794896
ENSG00000104755,39838209
ENSG00000160588,118252365
ENSG00000277252,19220912
ENSG00000175318,72197787
ENSG00000258781,19229945
ENSG00000286693,35707734
ENSG00000232024,35525763
ENSG00000127863,23570848
ENSG00000156687,35235887
ENSG00000228294,19301967
ENSG00000277156,19268164
ENSG00000257310,19247673
ENSG00000285990,19269380
ENSG00000226441,17044192
ENSG00000287515,19327716
ENSG00000244306,19337669
ENSG00000235954,27919545
ENSG00000154822,16803088
ENSG00000259336,35169698
ENSG00000259592,35122084
ENSG00000274365,6789344
ENSG00000233634,6838252
ENSG00000224858,37017014
ENSG00000254486,12030930
ENSG00000254991,12067003
ENSG00000239801,57628878
ENSG00000255400,12087120
ENSG00000230555,43421066
ENSG00000228653,64501729
ENSG00000155090,102655725
ENSG00000256312,132190333
ENSG00000280046,7866083
ENSG00000251147,184911352
ENSG00000279460,184988127
ENSG00000134146,35410851
ENSG00000183011,7857562
ENSG00000175097,36598232
ENSG00000248517,184989220
ENSG00000259203,52804942
ENSG00000227222,30725896
ENSG00000277647,18357136
ENSG00000130066,23783417
ENSG00000214896,52886470
ENSG00000187821,185018955
ENSG00000259612,52938518
ENSG00000259237,53116458
ENSG00000287596,53420669
ENSG00000285950,7769099
ENSG00000285862,7776365
ENSG00000255378,7781413
ENSG00000281965,15179772
ENSG00000278201,54803154
ENSG00000166349,36511038
ENSG00000206069,24946694
ENSG00000274619,859781
ENSG00000261356,46572136
ENSG00000281994,15171447
ENSG00000214077,131424867
ENSG00000260251,46574090
ENSG00000227172,39566239
ENSG00000138678,83536017
ENSG00000217950,131444587
ENSG00000280354,124542873
ENSG00000279527,124530228
ENSG00000232742,131461577
ENSG00000251034,22545405
ENSG00000254776,7795870
ENSG00000196498,124495252
ENSG00000273073,131463615
ENSG00000254272,22493044
ENSG00000260830,21384920
ENSG00000109606,24532951
ENSG00000120910,22441458
ENSG00000233974,21484011
ENSG00000272130,21570045
ENSG00000183666,21341976
ENSG00000278576,88592408
ENSG00000132164,10816521
ENSG00000100722,88563169
ENSG00000282788,15175928
ENSG00000226837,98422246
ENSG00000204363,52797427
ENSG00000281566,98450717
ENSG00000279107,21494596
ENSG00000270308,99657381
ENSG00000228768,31571361
ENSG00000266877,31583272
ENSG00000228872,63717899
ENSG00000228305,63622831
ENSG00000248079,35546473
ENSG00000286480,63107008
ENSG00000229920,63643788
ENSG00000279485,63519268
ENSG00000173272,131492335
ENSG00000229221,63752630
ENSG00000259710,35282980
ENSG00000173660,46303820
ENSG00000232403,63108429
ENSG00000259217,35774950
ENSG00000180957,27919256
ENSG00000259688,35396444
ENSG00000251526,123505381
ENSG00000280250,146232267
ENSG00000259516,35181824
ENSG00000256943,132275836
ENSG00000249125,123490512
ENSG00000251010,146242053
ENSG00000259411,35401768
ENSG00000259585,35299440
ENSG00000270641,73829231
ENSG00000287821,65261748
ENSG00000225579,77779788
ENSG00000240121,129538114
ENSG00000165121,85805598
ENSG00000171631,73264649
ENSG00000273761,94081198
ENSG00000281386,129591620
ENSG00000281097,129617269
ENSG00000213711,85899716
ENSG00000120519,146521964
ENSG00000214890,79001124
ENSG00000279480,132201287
ENSG00000255188,129788190
ENSG00000256542,132277906
ENSG00000145692,79111918
ENSG00000287426,129814690
ENSG00000273824,68427737
ENSG00000256273,68344903
ENSG00000251301,68335781
ENSG00000278872,132280900
ENSG00000196735,32628270
ENSG00000277011,132284606
ENSG00000182870,132206028
ENSG00000242810,151476174
ENSG00000242119,151499806
ENSG00000241151,151637272
ENSG00000241127,39566547
ENSG00000253521,132565246
ENSG00000241933,57693342
ENSG00000075886,131476202
ENSG00000231741,85935104
ENSG00000283959,102656786
ENSG00000224184,11834103
ENSG00000250684,102688906
ENSG00000253669,102805575
ENSG00000099721,6911774
ENSG00000172460,2841848
ENSG00000286962,10977981
ENSG00000250271,151797179
ENSG00000282121,60140052
ENSG00000186572,7815716
ENSG00000114771,151814300
ENSG00000279561,41273997
ENSG00000151150,60389875
ENSG00000260589,17643878
ENSG00000278647,41280787
ENSG00000275450,41276436
ENSG00000274680,41294125
ENSG00000186562,7823889
ENSG00000156466,96160806
ENSG00000117481,46340919
ENSG00000273906,6920791
ENSG00000162078,2830328
ENSG00000286427,12716557
ENSG00000197953,151734173
ENSG00000223360,12599109
ENSG00000232583,7106502
ENSG00000106540,39610280
ENSG00000237701,6900848
ENSG00000231951,39610290
ENSG00000261117,12716227
ENSG00000236015,39570198
ENSG00000250330,79230168
ENSG00000186579,7825225
ENSG00000249171,83731755
ENSG00000279099,35256605
ENSG00000249829,79191747
ENSG00000230023,24200391
ENSG00000132840,79069815
ENSG00000092377,6910982
ENSG00000122136,135546252
ENSG00000232882,90893612
ENSG00000088986,120470104
ENSG00000198829,151873706
ENSG00000170759,32056425
ENSG00000235910,116836239
ENSG00000103260,715393
ENSG00000229756,24431107
ENSG00000118137,116837586
ENSG00000240602,151770611
ENSG00000197905,2959481
ENSG00000114270,48564992
ENSG00000279629,48662635
ENSG00000242097,151762011
ENSG00000267764,48834770
ENSG00000267762,48688419
ENSG00000279250,48756318
ENSG00000242908,151928168
ENSG00000134030,48539312
ENSG00000256075,68474902
ENSG00000275599,54844042
ENSG00000256917,68487863
ENSG00000240087,68553882
ENSG00000205863,23897006
ENSG00000232298,24321901
ENSG00000254422,102230922
ENSG00000234106,93535816
ENSG00000166002,93499351
ENSG00000249464,123650332
ENSG00000001461,24415904
ENSG00000134827,59854767
ENSG00000137693,102111169
ENSG00000277729,54786211
ENSG00000140157,22838947
ENSG00000276502,41332962
ENSG00000278304,54860832
ENSG00000276832,41355538
ENSG00000027001,23756830
ENSG00000275160,41480548
ENSG00000277340,41573453
ENSG00000288225,41644756
ENSG00000278077,41644981
ENSG00000278054,41648035
ENSG00000276686,54832646
ENSG00000276412,41654594
ENSG00000225779,46370955
ENSG00000132837,79069674
ENSG00000275239,41698910
ENSG00000151715,129815898
ENSG00000237716,4188950
ENSG00000279454,93588559
ENSG00000216307,4189806
ENSG00000275247,54754520
ENSG00000278953,93592669
ENSG00000274283,54816007
ENSG00000274688,41700696
ENSG00000278001,41701096
ENSG00000260239,4489030
ENSG00000275297,41760518
ENSG00000285694,4449550
ENSG00000285424,4583871
ENSG00000287761,4381648
ENSG00000231811,4345757
ENSG00000117480,46394543
ENSG00000214362,95595372
ENSG00000248008,120495940
ENSG00000285231,59878881
ENSG00000270929,59899133
ENSG00000270695,4530008
ENSG00000255515,93610333
ENSG00000253104,22141468
ENSG00000214788,59943028
ENSG00000249206,22580819
ENSG00000287471,22212686
ENSG00000284873,59938530
ENSG00000251168,7924378
ENSG00000154162,22853341
ENSG00000287947,8012424
ENSG00000280338,8080761
ENSG00000285010,59964099
ENSG00000280251,8143784
ENSG00000163958,196211400
ENSG00000255393,59978160
ENSG00000249486,8157788
ENSG00000238103,23837321
ENSG00000165182,23908329
ENSG00000229885,52801529
ENSG00000251549,8410996
ENSG00000288002,8366437
ENSG00000272049,8445535
ENSG00000279075,8459183
ENSG00000249159,8457564
ENSG00000230341,30751072
ENSG00000247516,8451644
ENSG00000232102,23766104
ENSG00000205861,23889011
ENSG00000245729,8457558
ENSG00000250037,8456558
ENSG00000287138,19892464
ENSG00000136943,97039142
ENSG00000229700,20042940
ENSG00000173597,69760620
ENSG00000278344,120501090
ENSG00000184831,23868612
ENSG00000287614,20265926
ENSG00000227803,20212177
ENSG00000234268,117036051
ENSG00000172197,20212469
ENSG00000161267,197556048
ENSG00000165886,97499273
ENSG00000250458,123862015
ENSG00000171405,52812638
ENSG00000228489,123746226
ENSG00000226655,123745673
ENSG00000162004,726429
ENSG00000266448,31709859
ENSG00000233024,18375069
ENSG00000254230,22567171
ENSG00000287467,22545725
ENSG00000135040,85941273
ENSG00000168967,22142583
ENSG00000120896,22545129
ENSG00000235940,20804577
ENSG00000230112,20841560
ENSG00000177565,177041181
ENSG00000116128,147541674
ENSG00000196395,52829267
ENSG00000078114,20897602
ENSG00000224781,52833899
ENSG00000237719,36092646
ENSG00000132677,156369436
ENSG00000286961,22754422
ENSG00000171402,52867301
ENSG00000112062,36028273
ENSG00000213430,21884310
ENSG00000170581,56349775
ENSG00000253766,21616597
ENSG00000278983,48568342
ENSG00000001460,24415097
ENSG00000171241,46621379
ENSG00000116691,12019552
ENSG00000274692,54769348
ENSG00000225032,127817343
ENSG00000106991,127854756
ENSG00000254681,18401940
ENSG00000257743,142111807
ENSG00000260008,102109842
ENSG00000273749,22980368
ENSG00000179304,52891730
ENSG00000277459,102110457
ENSG00000231655,26141264
ENSG00000214465,26149750
ENSG00000263513,143971965
ENSG00000249782,8525344
ENSG00000066084,50505240
ENSG00000125630,112542671
ENSG00000235731,25578806
ENSG00000224797,130725050
ENSG00000287917,65314244
ENSG00000103507,31106213
ENSG00000097007,130714455
ENSG00000014138,65262371
ENSG00000132313,86199533
ENSG00000273151,886547
ENSG00000239857,876800
ENSG00000138286,73168386
ENSG00000259488,48331856
ENSG00000228438,8930038
ENSG00000230604,51860135
ENSG00000226262,8099774
ENSG00000232846,51709940
ENSG00000225479,8248790
ENSG00000128951,48331191
ENSG00000197921,2530263
ENSG00000078618,51814071
ENSG00000151615,146639428
ENSG00000272449,2530102
ENSG00000176782,7836542
ENSG00000258088,75698816
ENSG00000279067,96119995
ENSG00000258077,75984015
ENSG00000227133,26160214
ENSG00000115159,156435409
ENSG00000283078,62068437
ENSG00000198923,75964995
ENSG00000258245,75689096
ENSG00000223628,25581122
ENSG00000257329,75964481
ENSG00000237390,156388363
ENSG00000237951,26162554
ENSG00000286259,75649293
ENSG00000258091,75926467
ENSG00000231920,21174107
ENSG00000257777,75601551
ENSG00000238164,2552106
ENSG00000157833,26173332
ENSG00000197214,97068628
ENSG00000228219,21110907
ENSG00000228376,97081945
ENSG00000257038,73309361
ENSG00000228753,21030792
ENSG00000204683,21146559
ENSG00000228038,97094638
ENSG00000110237,73311830
ENSG00000240268,142247067
ENSG00000271181,25179554
ENSG00000279110,25065241
ENSG00000197077,24952772
ENSG00000158055,24319568
ENSG00000240540,79572335
ENSG00000157873,2555667
ENSG00000260912,19455173
ENSG00000238133,173207612
ENSG00000213612,97122489
ENSG00000255965,124383510
ENSG00000214650,124513697
ENSG00000005020,26864590
ENSG00000279121,124556432
ENSG00000279334,124562283
ENSG00000161835,52007265
ENSG00000279071,124539677
ENSG00000091436,173075815
ENSG00000149573,118264297
ENSG00000275834,96306874
ENSG00000237551,96283804
ENSG00000004864,96322098
ENSG00000255572,7189069
ENSG00000227309,17465510
ENSG00000228956,18445442
ENSG00000139197,7188810
ENSG00000181135,143684542
ENSG00000256706,1918029
ENSG00000166159,1820814
ENSG00000164828,816673
ENSG00000279006,25051966
ENSG00000279548,25024652
ENSG00000203280,25112692
ENSG00000288570,130713724
ENSG00000279085,25015072
ENSG00000270872,143975153
ENSG00000226158,114307066
ENSG00000276674,144085676
ENSG00000152953,5051915
ENSG00000275075,144168850
ENSG00000214980,84245488
ENSG00000275767,144180205
ENSG00000250546,84284327
ENSG00000149922,30091884
ENSG00000182180,73252625
ENSG00000215070,99721158
ENSG00000229946,99887691
ENSG00000149798,65314954
ENSG00000236988,100151340
ENSG00000230592,100156773
ENSG00000214867,36295702
ENSG00000130653,137479431
ENSG00000285816,65262371
ENSG00000136144,49585558
ENSG00000100075,19178736
ENSG00000271018,50756947
ENSG00000129295,132675592
ENSG00000228995,57358369
ENSG00000218018,57393062
ENSG00000256222,57359498
ENSG00000228107,36360858
ENSG00000159256,36320303
ENSG00000013523,76812882
ENSG00000286582,86284547
ENSG00000101146,57351422
ENSG00000231909,19461304
ENSG00000227382,73200032
ENSG00000272599,73125405
ENSG00000258994,86332433
ENSG00000258804,86906049
ENSG00000122882,73134754
ENSG00000259061,86936827
ENSG00000258496,87251221
ENSG00000258958,87323812
ENSG00000249520,185065323
ENSG00000259028,87568277
ENSG00000250754,185051936
ENSG00000232527,144250326
ENSG00000258859,87573022
ENSG00000258770,87655294
ENSG00000257603,114077357
ENSG00000257408,21939052
ENSG00000257915,114105931
ENSG00000257997,114080450
ENSG00000274460,21951708
ENSG00000257300,114098223
ENSG00000285756,3826631
ENSG00000198824,114314643
ENSG00000182568,18425339
ENSG00000277130,79819465
ENSG00000258048,79690396
ENSG00000257557,79935658
ENSG00000258807,87872291
ENSG00000213787,26922912
ENSG00000258044,79823937
ENSG00000259077,87811070
ENSG00000226059,26983367
ENSG00000258301,76786724
ENSG00000214484,73370892
ENSG00000285068,73385677
ENSG00000244065,128844404
ENSG00000286437,76791555
ENSG00000243022,128849399
ENSG00000273148,18796067
ENSG00000258610,76778999
ENSG00000242062,128853008
ENSG00000103254,721702
ENSG00000071246,76763130
ENSG00000179935,18794024
ENSG00000229723,114333948
ENSG00000054983,87980648
ENSG00000175018,125683106
ENSG00000175658,144277993
ENSG00000276756,144302541
ENSG00000134443,59220404
ENSG00000256984,31012754
ENSG00000257476,114241770
ENSG00000235912,27649610
ENSG00000188710,130896812
ENSG00000233975,27662722
ENSG00000257666,95286838
ENSG00000224421,36389112
ENSG00000159259,36385451
ENSG00000250899,3044950
ENSG00000234589,3072145
ENSG00000237675,125574549
ENSG00000028203,95217886
ENSG00000280032,118266817
ENSG00000176882,49620646
ENSG00000152213,49628615
ENSG00000162438,15438504
ENSG00000178287,7848107
ENSG00000259081,76781518
ENSG00000214297,125667950
ENSG00000237879,30803592
ENSG00000242512,181952470
ENSG00000257563,18403604
ENSG00000149443,18811716
ENSG00000257527,18411851
ENSG00000106638,73578579
ENSG00000171566,154550400
ENSG00000282020,1622707
ENSG00000123179,49691438
ENSG00000172046,49117978
ENSG00000132631,18814378
ENSG00000103253,727140
ENSG00000286431,3822662
ENSG00000278191,3056282
ENSG00000164096,119304445
ENSG00000154328,11769791
ENSG00000067369,43493156
ENSG00000232022,46432242
ENSG00000245614,31073847
ENSG00000276913,38642242
ENSG00000243660,43436935
ENSG00000162924,60881850
ENSG00000013573,31074091
ENSG00000224863,46451317
ENSG00000282257,71596566
ENSG00000277106,45858690
ENSG00000158234,138608937
ENSG00000275193,71621436
ENSG00000282620,45910423
ENSG00000282165,45922376
ENSG00000282385,72839297
ENSG00000165887,97572875
ENSG00000282067,45907138
ENSG00000282291,72849806
ENSG00000273199,36320670
ENSG00000214526,23322927
ENSG00000277956,45906314
ENSG00000236611,23326791
ENSG00000287040,159900813
ENSG00000279430,159910554
ENSG00000236114,43525217
ENSG00000100170,32043416
ENSG00000282092,881626
ENSG00000165194,100408597
ENSG00000100053,25199909
ENSG00000267520,60931610
ENSG00000243302,128652334
ENSG00000230715,128653243
ENSG00000237418,196298215
ENSG00000243679,128654722
ENSG00000229413,128654019
ENSG00000145107,196338388
ENSG00000185627,237144
ENSG00000145384,119322138
ENSG00000244101,136609602
ENSG00000240695,136737229
ENSG00000244752,25212840
ENSG00000114054,136250558
ENSG00000281490,128658791
ENSG00000271553,128668156
ENSG00000250412,119334453
ENSG00000241493,128669892
ENSG00000261512,46624443
ENSG00000103245,740997
ENSG00000236641,25212840
ENSG00000259856,46626992
ENSG00000231310,177037744
ENSG00000260909,46649343
ENSG00000279141,136615637
ENSG00000280378,54034880
ENSG00000264522,150010726
ENSG00000116209,54053204
ENSG00000256197,3149866
ENSG00000011105,3077453
ENSG00000181097,143697641
ENSG00000008323,6310515
ENSG00000254574,143713584
ENSG00000175664,30932776
ENSG00000172889,136659630
ENSG00000255181,143708109
ENSG00000282532,37142882
ENSG00000277103,97152694
ENSG00000278145,37377625
ENSG00000272741,196318222
ENSG00000276880,94081449
ENSG00000161217,196287690
ENSG00000236094,30881085
ENSG00000173621,66856864
ENSG00000159063,78113941
ENSG00000224743,30931283
ENSG00000282806,37388412
ENSG00000282489,37164586
ENSG00000088826,4121184
ENSG00000213383,17872598
ENSG00000285731,17141091
ENSG00000226238,17990177
ENSG00000173599,66958383
ENSG00000238185,30977623
ENSG00000236570,18539899
ENSG00000272477,18409635
ENSG00000102802,30906793
ENSG00000236756,73247383
ENSG00000132819,57391818
ENSG00000131374,17740907
ENSG00000068615,86337654
ENSG00000227540,73253095
ENSG00000275850,3174056
ENSG00000227081,3211917
ENSG00000082929,5524728
ENSG00000134438,59273385
ENSG00000288559,73248268
ENSG00000213551,73245981
ENSG00000223945,150054518
ENSG00000285184,150067701
ENSG00000162613,77945895
ENSG00000265478,18810940
ENSG00000279097,8572206
ENSG00000287483,20334411
ENSG00000233943,56976224
ENSG00000156502,69180562
ENSG00000286590,20321575
ENSG00000176797,7881479
ENSG00000279264,8614696
ENSG00000136631,150067606
ENSG00000248652,57081951
ENSG00000250389,8619104
ENSG00000183249,14001100
ENSG00000285338,6616594
ENSG00000254641,6610135
ENSG00000250480,57121357
ENSG00000132275,6603616
ENSG00000166321,73110567
ENSG00000233442,14007198
ENSG00000275170,14020725
ENSG00000125879,16748516
ENSG00000255379,108822650
ENSG00000163352,154993848
ENSG00000158710,159923717
ENSG00000240698,108690956
ENSG00000255916,132330208
ENSG00000254730,108730104
ENSG00000178105,108665339
ENSG00000279113,132332432
ENSG00000286008,132344901
ENSG00000254656,100903722
ENSG00000258399,100836300
ENSG00000214548,100779780
ENSG00000286118,52927239
ENSG00000116819,35573604
ENSG00000268350,52958494
ENSG00000229190,17700232
ENSG00000136738,17644379
ENSG00000254400,6604420
ENSG00000260673,4602420
ENSG00000205444,4610812
ENSG00000239636,35573747
ENSG00000166333,6603822
ENSG00000217385,4703779
ENSG00000239941,152151724
ENSG00000248749,84380189
ENSG00000071575,12718577
ENSG00000198270,112013125
ENSG00000249891,91885254
ENSG00000249052,91888104
ENSG00000228401,136660421
ENSG00000280056,92260751
ENSG00000244125,142137830
ENSG00000287392,92183735
ENSG00000248817,92184052
ENSG00000249152,92277075
ENSG00000000005,100585066
ENSG00000125531,63548439
ENSG00000164175,33984693
ENSG00000254498,36697090
ENSG00000163623,84496950
ENSG00000242834,37726456
ENSG00000254516,37938703
ENSG00000258013,84544519
ENSG00000170788,80356744
ENSG00000213519,197580629
ENSG00000214135,197615660
ENSG00000127993,92528924
ENSG00000188992,14206949
ENSG00000198467,35684802
ENSG00000172939,38165514
ENSG00000259096,87954451
ENSG00000155886,19786928
ENSG00000250914,33971422
ENSG00000228134,142543975
ENSG00000229781,142855998
ENSG00000220125,48583339
ENSG00000254543,7892555
ENSG00000277290,243483
ENSG00000133665,80344815
ENSG00000236985,16864148
ENSG00000177963,208938
ENSG00000250770,3300224
ENSG00000130783,122774706
ENSG00000287712,3301245
ENSG00000236908,3319726
ENSG00000279298,25252602
ENSG00000278819,92557877
ENSG00000220540,17188344
ENSG00000171711,7894770
ENSG00000279004,38014141
ENSG00000254784,38211717
ENSG00000255477,38499234
ENSG00000255175,38646348
ENSG00000274863,19056796
ENSG00000286571,17221913
ENSG00000214869,27024026
ENSG00000287430,19212164
ENSG00000126067,35641526
ENSG00000206190,25863330
ENSG00000235343,16748645
ENSG00000213115,188228382
ENSG00000125851,17226379
ENSG00000288024,16725240
ENSG00000157152,12004928
ENSG00000144366,188292166
ENSG00000223557,31871355
ENSG00000125875,441892
ENSG00000236759,31872350
ENSG00000282318,1627175
ENSG00000273331,196338373
ENSG00000228028,196250662
ENSG00000224905,14027597
ENSG00000213123,196292544
ENSG00000232158,19705655
ENSG00000286685,19789278
ENSG00000249493,14064527
ENSG00000276667,19895973
ENSG00000261402,19929937
ENSG00000240755,14144158
ENSG00000270712,19958147
ENSG00000156042,73291735
ENSG00000277711,19967994
ENSG00000285876,13001017
ENSG00000225649,13007013
ENSG00000163959,196211635
ENSG00000249244,119395335
ENSG00000237522,60938049
ENSG00000232713,60938604
ENSG00000123358,52022939
ENSG00000249239,92822918
ENSG00000279704,132352322
ENSG00000276720,54230979
ENSG00000279023,132361198
ENSG00000280150,132363348
ENSG00000275539,54243363
ENSG00000274373,132425208
ENSG00000152208,92304744
ENSG00000239959,75491202
ENSG00000256783,132457403
ENSG00000272690,75435413
ENSG00000172967,16821699
ENSG00000259571,122116215
ENSG00000256875,132462856
ENSG00000255015,122301763
ENSG00000255248,122101702
ENSG00000142082,236342
ENSG00000248765,8620310
ENSG00000228854,30754267
ENSG00000163624,84583518
ENSG00000279002,8660059
ENSG00000280373,8669250
ENSG00000239205,165158062
ENSG00000182154,137551978
ENSG00000229027,16828060
ENSG00000234121,16837666
ENSG00000123268,50763741
ENSG00000283535,16844525
ENSG00000237835,16856162
ENSG00000220248,16860718
ENSG00000229474,44676550
ENSG00000227742,51594897
ENSG00000140265,43370048
ENSG00000107929,815010
ENSG00000198848,55812974
ENSG00000243794,75522012
ENSG00000255224,144079265
ENSG00000178896,144078899
ENSG00000260091,119410233
ENSG00000283050,119440793
ENSG00000259715,50360194
ENSG00000235897,196318437
ENSG00000104064,50355408
ENSG00000166165,103522830
ENSG00000260657,68268293
ENSG00000147164,71062931
ENSG00000169018,68278665
ENSG00000271490,50806437
ENSG00000205085,128672550
ENSG00000287241,17226146
ENSG00000232241,17479431
ENSG00000149657,62122793
ENSG00000285968,25283055
ENSG00000206066,25318375
ENSG00000285690,25283055
ENSG00000233577,25282291
ENSG00000168263,2719095
ENSG00000109193,69860145
ENSG00000137822,43369411
ENSG00000090316,1289982
ENSG00000279125,8685816
ENSG00000154065,23662911
ENSG00000080608,2807830
ENSG00000236991,125749525
ENSG00000122133,135561897
ENSG00000179344,32666638
ENSG00000235088,41461944
ENSG00000124177,41618377
ENSG00000282443,50302232
ENSG00000215478,23377014
ENSG00000228021,125683331
ENSG00000226642,12071360
ENSG00000233026,12165642
ENSG00000157150,12158912
ENSG00000287183,185127478
ENSG00000257048,3368124
ENSG00000151729,185143483
ENSG00000248750,92885107
ENSG00000251449,92702659
ENSG00000241030,120523443
ENSG00000250908,93319786
ENSG00000229907,7938770
ENSG00000280561,125749525
ENSG00000248627,92838842
ENSG00000110871,120529158
ENSG00000224023,125719460
ENSG00000282085,50319024
ENSG00000215356,7926397
ENSG00000248511,92304178
ENSG00000133519,23402567
ENSG00000284695,69847786
ENSG00000205309,17303817
ENSG00000230637,25327738
ENSG00000237689,16869626
ENSG00000228122,16876421
ENSG00000236959,69813888
ENSG00000267752,23672748
ENSG00000234134,125719365
ENSG00000237358,16876902
ENSG00000231466,25350322
ENSG00000225480,16897546
ENSG00000230481,16904696
ENSG00000205989,7997521
ENSG00000213786,27048628
ENSG00000107938,125719915
ENSG00000225327,7977985
ENSG00000238075,618314
ENSG00000224957,536327
ENSG00000133731,81686325
ENSG00000259884,52059332
ENSG00000250471,8174999
ENSG00000237038,7973253
ENSG00000248409,23393073
ENSG00000227203,11790386
ENSG00000186452,50843151
ENSG00000225725,7955558
ENSG00000237434,20332277
ENSG00000231780,17333431
ENSG00000168003,62856381
ENSG00000233133,17706233
ENSG00000253645,38973011
ENSG00000214286,17878169
ENSG00000276436,49793307
ENSG00000274840,18013774
ENSG00000169499,38901445
ENSG00000102753,49792682
ENSG00000286352,17743118
ENSG00000262634,50375194
ENSG00000287584,39623201
ENSG00000255219,122295321
ENSG00000249256,24658375
ENSG00000255211,7968544
ENSG00000261121,24660043
ENSG00000104435,79611214
ENSG00000282355,3030446
ENSG00000271621,50848312
ENSG00000148483,17752552
ENSG00000251638,24768331
ENSG00000248444,24772420
ENSG00000006451,39623825
ENSG00000142686,35718884
ENSG00000258373,111993875
ENSG00000168631,30934674
ENSG00000287505,551657
ENSG00000160685,155002686
ENSG00000263325,2857933
ENSG00000257624,112000985
ENSG00000274827,19375876
ENSG00000196796,29038720
ENSG00000005001,2858170
ENSG00000278301,19373490
ENSG00000287243,3492819
ENSG00000253691,16914981
ENSG00000174715,138644694
ENSG00000256691,3463586
ENSG00000253460,16922173
ENSG00000243507,3469296
ENSG00000254562,38646594
ENSG00000111218,3381442
ENSG00000275019,54223601
ENSG00000277111,45490682
ENSG00000284671,29075121
ENSG00000273582,29226348
ENSG00000233529,30954862
ENSG00000271699,29350989
ENSG00000240975,39161967
ENSG00000285751,39161638
ENSG00000196260,30932109
ENSG00000229370,13538014
ENSG00000160752,155308965
ENSG00000230448,14400963
ENSG00000227718,13723192
ENSG00000228554,39703296
ENSG00000270588,39874388
ENSG00000198106,29291876
ENSG00000109610,24789968
ENSG00000255347,40084517
ENSG00000163354,155033781
ENSG00000022840,120533621
ENSG00000279675,40112599
ENSG00000277597,1685151
ENSG00000228505,14616485
ENSG00000103472,29075121
ENSG00000260778,2268265
ENSG00000174231,1651269
ENSG00000215030,17384012
ENSG00000227158,17423704
ENSG00000255046,11802512
ENSG00000230865,17456583
ENSG00000188185,39734044
ENSG00000234928,23434061
ENSG00000205937,2267848
ENSG00000141026,17477265
ENSG00000254579,40513269
ENSG00000148948,40294114
ENSG00000227755,23446802
ENSG00000079459,11802455
ENSG00000166340,6619422
ENSG00000178248,23486980
ENSG00000232493,41547922
ENSG00000260953,29264479
ENSG00000273951,41486225
ENSG00000284685,29139799
ENSG00000277999,29272772
ENSG00000260908,29107445
ENSG00000236100,30761447
ENSG00000270797,39789304
ENSG00000166569,59318544
ENSG00000271567,144373659
ENSG00000279106,29205855
ENSG00000259807,29220031
ENSG00000287864,23510197
ENSG00000225413,23513602
ENSG00000181982,24912886
ENSG00000284649,29113141
ENSG00000271439,144401355
ENSG00000233115,8017011
ENSG00000233586,144419190
ENSG00000262892,50466010
ENSG00000237343,144419192
ENSG00000279700,132566425
ENSG00000280623,23537136
ENSG00000225472,14317345
ENSG00000112787,132490861
ENSG00000282110,50567475
ENSG00000286700,124028268
ENSG00000260615,114346637
ENSG00000260517,29139799
ENSG00000255132,41394849
ENSG00000243777,102295806
ENSG00000250484,124062990
ENSG00000215354,8024652
ENSG00000234982,14205039
ENSG00000260413,29312589
ENSG00000249837,124252044
ENSG00000162981,14632937
ENSG00000286734,124339047
ENSG00000224277,23567324
ENSG00000236658,130933921
ENSG00000147862,14313985
ENSG00000130720,130929979
ENSG00000128322,23580239
ENSG00000254309,36121683
ENSG00000253452,35862150
ENSG00000100068,25362557
ENSG00000285676,112821838
ENSG00000237334,32935719
ENSG00000151532,112447467
ENSG00000253524,36095046
ENSG00000235616,187826449
ENSG00000149507,60040523
ENSG00000231689,188287691
ENSG00000151116,18588734
ENSG00000253504,36278886
ENSG00000254384,36279483
ENSG00000265863,31761385
ENSG00000164323,185204000
ENSG00000253685,36279696
ENSG00000254264,16926444
ENSG00000263567,31762902
ENSG00000253610,36308364
ENSG00000026950,26402412
ENSG00000265046,31830790
ENSG00000254320,36321404
ENSG00000253481,16934003
ENSG00000234545,92590393
ENSG00000285045,16954090
ENSG00000244708,36581591
ENSG00000282433,78505500
ENSG00000275008,54738064
ENSG00000253363,36779196
ENSG00000282429,51688210
ENSG00000089682,107118800
ENSG00000261159,128860526
ENSG00000272733,23583859
ENSG00000185272,14216282
ENSG00000278655,23607176
ENSG00000275062,54724014
ENSG00000225246,34123290
ENSG00000287853,34132510
ENSG00000074695,59359265
ENSG00000103429,14633018
ENSG00000254224,96235561
ENSG00000156467,96235545
ENSG00000101444,34303355
ENSG00000109762,185204467
ENSG00000280287,132554947
ENSG00000108551,17496395
ENSG00000270868,102306271
ENSG00000271600,102308797
ENSG00000234017,112548872
ENSG00000233340,112677819
ENSG00000101639,12991437
ENSG00000254229,8032305
ENSG00000248506,124437120
ENSG00000288528,102328586
ENSG00000227013,8040953
ENSG00000253881,8049267
ENSG00000263280,2867618
ENSG00000275906,30962396
ENSG00000023445,102317571
ENSG00000283436,156655348
ENSG00000267558,45788670
ENSG00000226220,39797911
ENSG00000204544,30984161
ENSG00000254311,8116949
ENSG00000268955,8189195
ENSG00000175741,39855056
ENSG00000186143,27139410
ENSG00000231198,39833793
